,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted
2663,1.01,1-Fair,4-G,2-SI2,68.5,63.0,6.08,6.0,4.14,3,4099.881433023846
2664,0.38,5-Ideal,2-I,3-SI1,61.5,56.0,4.67,4.7,2.88,1,4912.503913801233
2665,1.09,4-Premium,4-G,4-VS2,59.9,56.0,6.73,6.59,3.99,3,4099.881433023846
2666,1.01,5-Ideal,5-F,2-SI2,62.9,57.0,6.35,6.41,4.01,4,3693.570192635153
2667,0.41,4-Premium,4-G,5-VS1,60.7,58.0,4.83,4.79,2.92,3,4099.881433023846
2668,1.5,3-Very Good,2-I,3-SI1,60.2,63.0,7.38,7.33,4.43,1,4912.503913801233
2669,1.23,5-Ideal,4-G,4-VS2,61.5,54.0,6.92,6.89,4.25,3,4099.881433023846
2670,0.51,3-Very Good,5-F,4-VS2,62.0,58.0,5.08,5.11,3.16,4,3693.570192635153
2671,0.73,5-Ideal,2-I,5-VS1,62.1,54.0,5.77,5.8,3.59,1,4912.503913801233
2672,0.43,3-Very Good,6-E,3-SI1,63.1,56.0,4.83,4.8,3.04,5,3287.25895224646
2673,1.58,5-Ideal,4-G,5-VS1,61.3,57.0,7.48,7.54,4.6,3,4099.881433023846
2674,0.53,5-Ideal,6-E,4-VS2,62.7,54.0,5.18,5.15,3.24,5,3287.25895224646
2675,0.65,3-Very Good,5-F,4-VS2,64.0,55.3,5.5,5.57,3.54,4,3693.570192635153
2676,0.35,4-Premium,3-H,5-VS1,62.6,59.0,4.5,4.45,2.8,2,4506.192673412539
2677,2.1,4-Premium,1-J,4-VS2,61.3,59.0,8.27,8.21,5.05,0,5318.815154189925
2678,1.04,5-Ideal,3-H,5-VS1,62.7,55.0,6.43,6.49,4.05,2,4506.192673412539
2679,1.35,4-Premium,1-J,3-SI1,61.1,61.0,7.13,7.1,4.35,0,5318.815154189925
2680,1.06,5-Ideal,3-H,2-SI2,62.5,57.1,6.46,6.5,4.05,2,4506.192673412539
2681,1.0,3-Very Good,5-F,4-VS2,61.6,56.0,6.42,6.47,3.97,4,3693.570192635153
2682,0.7,3-Very Good,5-F,7-VVS1,63.0,60.0,5.59,5.62,3.53,4,3693.570192635153
2683,0.38,4-Premium,5-F,5-VS1,60.9,58.0,4.71,4.68,2.86,4,3693.570192635153
2684,0.39,2-Good,4-G,4-VS2,63.7,53.0,4.62,4.67,2.96,3,4099.881433023846
2685,0.83,2-Good,3-H,2-SI2,63.9,56.0,5.99,5.93,3.81,2,4506.192673412539
2686,0.9,3-Very Good,5-F,6-VVS2,61.0,63.0,6.13,6.09,3.73,4,3693.570192635153
2687,0.7,1-Fair,3-H,3-SI1,65.5,57.0,5.59,5.55,3.65,2,4506.192673412539
2688,0.42,4-Premium,5-F,6-VVS2,61.7,59.0,4.78,4.82,2.96,4,3693.570192635153
2689,1.23,4-Premium,5-F,4-VS2,60.8,59.0,6.9,6.94,4.21,4,3693.570192635153
2690,0.32,5-Ideal,5-F,4-VS2,61.2,56.0,4.41,4.44,2.71,4,3693.570192635153
2691,1.08,4-Premium,4-G,5-VS1,61.5,61.0,6.62,6.55,4.05,3,4099.881433023846
2692,0.43,4-Premium,4-G,3-SI1,62.6,59.0,4.8,4.82,3.01,3,4099.881433023846
2693,1.5,3-Very Good,4-G,6-VVS2,60.9,56.0,7.34,7.37,4.48,3,4099.881433023846
2694,0.38,2-Good,7-D,7-VVS1,61.3,61.0,4.68,4.72,2.88,6,2880.947711857767
2695,0.73,2-Good,6-E,3-SI1,63.2,58.0,5.7,5.76,3.62,5,3287.25895224646
2696,1.01,3-Very Good,3-H,3-SI1,61.9,57.0,6.36,6.41,3.95,2,4506.192673412539
2697,0.4,4-Premium,5-F,5-VS1,62.5,59.0,4.69,4.66,2.92,4,3693.570192635153
2698,1.57,5-Ideal,1-J,6-VVS2,61.4,57.0,7.45,7.5,4.59,0,5318.815154189925
2699,1.29,5-Ideal,1-J,4-VS2,60.9,58.0,7.05,7.0,4.28,0,5318.815154189925
2700,0.25,3-Very Good,5-F,6-VVS2,62.4,55.0,4.03,4.06,2.52,4,3693.570192635153
2701,0.34,5-Ideal,6-E,4-VS2,62.5,55.0,4.45,4.48,2.79,5,3287.25895224646
2702,0.39,4-Premium,5-F,3-SI1,60.1,59.0,4.77,4.74,2.86,4,3693.570192635153
2703,0.41,5-Ideal,5-F,7-VVS1,61.9,56.0,4.79,4.77,2.96,4,3693.570192635153
2704,0.53,5-Ideal,6-E,4-VS2,62.8,55.0,5.21,5.17,3.26,5,3287.25895224646
2705,1.25,4-Premium,4-G,5-VS1,61.8,58.0,6.94,6.91,4.28,3,4099.881433023846
2706,0.71,4-Premium,5-F,5-VS1,61.1,58.0,5.76,5.72,3.51,4,3693.570192635153
2707,0.36,5-Ideal,6-E,4-VS2,62.6,56.0,4.56,4.52,2.84,5,3287.25895224646
2708,0.51,3-Very Good,6-E,6-VVS2,61.3,55.0,5.14,5.16,3.16,5,3287.25895224646
2709,0.5,5-Ideal,7-D,6-VVS2,60.4,54.0,5.23,5.17,3.14,6,2880.947711857767
2710,0.91,4-Premium,7-D,3-SI1,63.0,59.0,6.15,6.11,3.86,6,2880.947711857767
2711,0.32,4-Premium,4-G,5-VS1,61.4,58.0,4.4,4.36,2.69,3,4099.881433023846
2712,1.11,5-Ideal,1-J,2-SI2,62.6,54.0,6.61,6.64,4.15,0,5318.815154189925
2713,2.16,4-Premium,1-J,3-SI1,60.5,59.0,8.41,8.35,5.07,0,5318.815154189925
2714,1.19,4-Premium,6-E,5-VS1,59.8,58.0,7.01,6.94,4.17,5,3287.25895224646
2715,0.35,5-Ideal,6-E,5-VS1,61.9,56.0,4.53,4.55,2.81,5,3287.25895224646
2716,0.54,3-Very Good,5-F,5-VS1,61.6,59.0,5.26,5.2,3.22,4,3693.570192635153
2717,0.34,5-Ideal,5-F,4-VS2,60.7,56.0,4.56,4.53,2.76,4,3693.570192635153
2718,1.27,4-Premium,1-J,2-SI2,60.4,58.0,7.04,7.0,4.24,0,5318.815154189925
2719,0.47,5-Ideal,3-H,8-IF,62.4,57.0,4.97,5.0,3.11,2,4506.192673412539
2720,1.22,4-Premium,3-H,5-VS1,58.9,59.0,7.02,6.96,4.12,2,4506.192673412539
2721,1.76,5-Ideal,2-I,2-SI2,61.2,55.0,7.79,7.76,4.76,1,4912.503913801233
2722,0.53,3-Very Good,4-G,3-SI1,63.4,54.0,5.09,5.13,3.24,3,4099.881433023846
2723,0.35,4-Premium,7-D,4-VS2,59.7,58.0,4.61,4.57,2.74,6,2880.947711857767
2724,1.5,2-Good,3-H,2-SI2,63.6,60.0,7.3,7.23,4.63,2,4506.192673412539
2725,2.04,4-Premium,4-G,2-SI2,60.3,59.0,8.23,8.3,4.98,3,4099.881433023846
2726,0.31,5-Ideal,3-H,7-VVS1,62.3,53.0,4.35,4.38,2.72,2,4506.192673412539
2727,0.55,4-Premium,7-D,7-VVS1,60.3,59.0,5.34,5.3,3.21,6,2880.947711857767
2728,0.7,5-Ideal,4-G,3-SI1,61.9,58.0,5.66,5.69,3.51,3,4099.881433023846
2729,0.52,4-Premium,5-F,3-SI1,59.5,59.0,5.24,5.31,3.14,4,3693.570192635153
2730,0.32,5-Ideal,4-G,4-VS2,60.3,57.0,4.46,4.43,2.68,3,4099.881433023846
2731,0.29,3-Very Good,4-G,7-VVS1,62.0,58.0,4.19,4.23,2.61,3,4099.881433023846
2732,1.21,5-Ideal,2-I,7-VVS1,61.6,55.0,6.88,6.8,4.21,1,4912.503913801233
2733,1.27,5-Ideal,5-F,4-VS2,62.8,56.0,6.9,6.86,4.32,4,3693.570192635153
2734,0.37,3-Very Good,7-D,3-SI1,61.0,62.0,4.61,4.64,2.82,6,2880.947711857767
2735,1.01,4-Premium,5-F,3-SI1,60.6,58.0,6.54,6.49,3.95,4,3693.570192635153
2736,0.76,5-Ideal,5-F,4-VS2,61.0,55.0,5.89,5.92,3.6,4,3693.570192635153
2737,0.59,5-Ideal,6-E,3-SI1,62.9,57.0,5.36,5.33,3.36,5,3287.25895224646
2738,1.8,2-Good,2-I,2-SI2,63.2,58.0,7.66,7.75,4.87,1,4912.503913801233
2739,0.75,5-Ideal,5-F,2-SI2,62.1,55.0,5.83,5.87,3.63,4,3693.570192635153
2740,1.07,5-Ideal,7-D,8-IF,60.9,54.0,6.66,6.73,4.08,6,2880.947711857767
2741,0.4,4-Premium,7-D,4-VS2,59.1,57.0,4.87,4.81,2.86,6,2880.947711857767
2742,0.28,2-Good,1-J,6-VVS2,58.4,60.0,4.27,4.33,2.51,0,5318.815154189925
2743,0.71,3-Very Good,6-E,4-VS2,62.9,57.0,5.68,5.7,3.58,5,3287.25895224646
2744,0.6,5-Ideal,2-I,2-SI2,62.2,54.0,5.4,5.44,3.37,1,4912.503913801233
2745,1.05,5-Ideal,5-F,6-VVS2,62.1,54.0,6.55,6.52,4.06,4,3693.570192635153
2746,0.33,5-Ideal,6-E,7-VVS1,61.5,56.0,4.49,4.46,2.75,5,3287.25895224646
2747,0.71,5-Ideal,6-E,4-VS2,62.0,57.0,5.71,5.74,3.55,5,3287.25895224646
2748,1.01,4-Premium,5-F,3-SI1,62.8,59.0,6.4,6.36,4.01,4,3693.570192635153
2749,0.33,4-Premium,2-I,5-VS1,61.6,60.0,4.42,4.45,2.73,1,4912.503913801233
2750,0.9,3-Very Good,5-F,4-VS2,64.2,59.0,6.07,6.11,3.91,4,3693.570192635153
2751,0.74,5-Ideal,5-F,5-VS1,62.3,57.0,5.79,5.77,3.6,4,3693.570192635153
2752,1.04,4-Premium,4-G,1-I1,62.2,58.0,6.46,6.41,4.0,3,4099.881433023846
2753,0.51,5-Ideal,7-D,4-VS2,62.4,55.0,5.12,5.14,3.2,6,2880.947711857767
2754,0.58,3-Very Good,3-H,3-SI1,63.3,56.0,5.34,5.31,3.37,2,4506.192673412539
2755,1.02,3-Very Good,7-D,2-SI2,63.4,59.0,6.41,6.37,4.05,6,2880.947711857767
2756,0.41,5-Ideal,2-I,4-VS2,62.0,57.0,4.74,4.77,2.95,1,4912.503913801233
2757,0.43,5-Ideal,2-I,6-VVS2,62.6,57.0,4.79,4.82,3.01,1,4912.503913801233
2758,1.13,5-Ideal,6-E,4-VS2,61.4,58.0,6.71,6.74,4.13,5,3287.25895224646
2759,0.39,1-Fair,6-E,3-SI1,65.6,60.0,4.5,4.56,2.97,5,3287.25895224646
2760,1.0,4-Premium,1-J,2-SI2,62.7,58.0,6.32,6.28,3.95,0,5318.815154189925
2761,0.56,2-Good,6-E,4-VS2,62.3,63.0,5.22,5.27,3.27,5,3287.25895224646
2762,1.15,4-Premium,4-G,3-SI1,63.0,59.0,6.68,6.63,4.19,3,4099.881433023846
2763,0.81,5-Ideal,3-H,8-IF,61.6,58.0,5.98,6.01,3.69,2,4506.192673412539
2764,1.27,4-Premium,1-J,7-VVS1,60.1,58.0,7.06,6.99,4.22,0,5318.815154189925
2765,0.73,5-Ideal,4-G,4-VS2,61.6,56.0,5.8,5.83,3.58,3,4099.881433023846
2766,0.31,5-Ideal,4-G,7-VVS1,60.8,56.0,4.36,4.39,2.66,3,4099.881433023846
2767,0.68,3-Very Good,4-G,8-IF,62.7,56.0,5.56,5.6,3.5,3,4099.881433023846
2768,0.51,2-Good,7-D,4-VS2,60.1,65.0,5.14,5.17,3.1,6,2880.947711857767
2769,1.2,3-Very Good,2-I,5-VS1,63.1,58.0,6.7,6.62,4.2,1,4912.503913801233
2770,0.4,3-Very Good,3-H,5-VS1,63.4,58.0,4.74,4.66,2.98,2,4506.192673412539
2771,1.54,1-Fair,2-I,2-SI2,64.6,56.0,7.3,7.26,4.7,1,4912.503913801233
2772,0.77,3-Very Good,6-E,2-SI2,60.4,58.0,5.91,5.95,3.58,5,3287.25895224646
2773,0.44,3-Very Good,6-E,3-SI1,62.2,60.0,4.79,4.86,3.0,5,3287.25895224646
2774,0.92,4-Premium,4-G,2-SI2,58.4,58.0,6.4,6.34,3.73,3,4099.881433023846
2775,1.01,4-Premium,6-E,3-SI1,59.5,60.0,6.54,6.46,3.87,5,3287.25895224646
2776,0.82,1-Fair,5-F,3-SI1,64.9,58.0,5.83,5.79,3.77,4,3693.570192635153
2777,0.41,5-Ideal,4-G,5-VS1,61.7,57.0,4.81,4.78,2.96,3,4099.881433023846
2778,0.44,3-Very Good,5-F,7-VVS1,62.1,60.0,4.84,4.92,3.03,4,3693.570192635153
2779,0.56,5-Ideal,7-D,2-SI2,62.2,55.0,5.29,5.32,3.3,6,2880.947711857767
2780,0.26,3-Very Good,6-E,6-VVS2,61.7,61.0,4.08,4.12,2.53,5,3287.25895224646
2781,0.39,5-Ideal,4-G,8-IF,61.6,56.0,4.69,4.73,2.9,3,4099.881433023846
2782,0.7,1-Fair,2-I,1-I1,68.6,57.0,5.46,5.34,3.71,1,4912.503913801233
2783,1.2,4-Premium,4-G,2-SI2,62.6,61.0,6.73,6.68,4.2,3,4099.881433023846
2784,2.0,3-Very Good,3-H,2-SI2,61.0,57.0,8.02,8.18,4.94,2,4506.192673412539
2785,0.54,3-Very Good,2-I,4-VS2,62.3,56.0,5.17,5.22,3.24,1,4912.503913801233
2786,0.54,5-Ideal,7-D,4-VS2,61.1,56.0,5.29,5.25,3.22,6,2880.947711857767
2787,1.6,3-Very Good,2-I,5-VS1,62.3,59.0,7.46,7.51,4.66,1,4912.503913801233
2788,0.37,5-Ideal,6-E,5-VS1,61.4,55.0,4.62,4.66,2.85,5,3287.25895224646
2789,1.09,5-Ideal,4-G,6-VVS2,61.8,56.0,6.58,6.62,4.08,3,4099.881433023846
2790,0.71,5-Ideal,4-G,5-VS1,61.5,56.0,5.74,5.78,3.54,3,4099.881433023846
2791,1.0,4-Premium,7-D,3-SI1,59.2,62.0,6.54,6.49,3.86,6,2880.947711857767
2792,0.33,5-Ideal,6-E,4-VS2,61.5,57.0,4.41,4.47,2.73,5,3287.25895224646
2793,1.2,3-Very Good,2-I,5-VS1,62.6,59.0,6.69,6.73,4.2,1,4912.503913801233
2794,1.21,4-Premium,4-G,5-VS1,62.7,58.0,6.76,6.85,4.27,3,4099.881433023846
2795,0.42,5-Ideal,6-E,6-VVS2,62.3,55.0,4.81,4.76,2.98,5,3287.25895224646
2796,0.31,2-Good,4-G,5-VS1,63.2,56.0,4.28,4.29,2.71,3,4099.881433023846
2797,1.01,4-Premium,7-D,6-VVS2,62.4,58.0,6.44,6.39,4.0,6,2880.947711857767
2798,0.99,1-Fair,1-J,1-I1,73.6,60.0,6.01,5.8,4.35,0,5318.815154189925
2799,1.07,4-Premium,3-H,4-VS2,60.6,60.0,6.66,6.63,4.03,2,4506.192673412539
2800,0.92,4-Premium,5-F,2-SI2,61.8,58.0,6.19,6.23,3.84,4,3693.570192635153
2801,1.04,3-Very Good,4-G,6-VVS2,62.8,54.0,6.39,6.5,4.05,3,4099.881433023846
2802,0.3,4-Premium,4-G,7-VVS1,62.6,58.0,4.27,4.29,2.68,3,4099.881433023846
2803,0.62,3-Very Good,7-D,6-VVS2,58.1,63.0,5.59,5.66,3.27,6,2880.947711857767
2804,0.7,5-Ideal,5-F,2-SI2,62.1,57.0,5.65,5.69,3.52,4,3693.570192635153
2805,1.0,4-Premium,4-G,2-SI2,60.7,59.0,6.45,6.41,3.9,3,4099.881433023846
2806,1.03,5-Ideal,4-G,3-SI1,60.8,57.0,6.52,6.47,3.95,3,4099.881433023846
2807,0.71,5-Ideal,4-G,7-VVS1,61.1,57.0,5.76,5.8,3.53,3,4099.881433023846
2808,0.3,5-Ideal,3-H,7-VVS1,62.5,53.8,4.31,4.33,2.69,2,4506.192673412539
2809,0.4,2-Good,2-I,5-VS1,63.8,55.0,4.69,4.65,2.98,1,4912.503913801233
2810,0.5,2-Good,6-E,4-VS2,64.1,58.0,5.03,5.01,3.22,5,3287.25895224646
2811,0.26,3-Very Good,6-E,6-VVS2,62.9,56.0,4.07,4.1,2.57,5,3287.25895224646
2812,0.33,3-Very Good,4-G,4-VS2,62.1,56.0,4.41,4.44,2.75,3,4099.881433023846
2813,0.4,5-Ideal,7-D,6-VVS2,62.2,55.0,4.74,4.72,2.94,6,2880.947711857767
2814,0.53,3-Very Good,6-E,3-SI1,63.0,55.0,5.14,5.18,3.25,5,3287.25895224646
2815,0.7,3-Very Good,5-F,3-SI1,62.3,57.0,5.65,5.69,3.53,4,3693.570192635153
2816,0.36,5-Ideal,6-E,4-VS2,61.9,56.0,4.55,4.56,2.82,5,3287.25895224646
2817,0.48,4-Premium,6-E,2-SI2,62.9,60.0,4.93,4.9,3.09,5,3287.25895224646
2818,0.72,5-Ideal,7-D,3-SI1,60.5,56.0,5.79,5.84,3.52,6,2880.947711857767
2819,0.51,3-Very Good,5-F,4-VS2,58.6,58.0,5.22,5.29,3.08,4,3693.570192635153
2820,0.26,5-Ideal,4-G,5-VS1,62.5,53.0,4.1,4.13,2.57,3,4099.881433023846
2821,1.0,2-Good,5-F,1-I1,64.2,59.0,6.26,6.3,4.03,4,3693.570192635153
2822,0.26,5-Ideal,5-F,8-IF,62.0,56.0,4.07,4.1,2.53,4,3693.570192635153
2823,0.32,5-Ideal,4-G,7-VVS1,60.2,56.0,4.45,4.49,2.69,3,4099.881433023846
2824,0.79,4-Premium,4-G,5-VS1,61.3,59.0,5.97,5.91,3.64,3,4099.881433023846
2825,1.07,5-Ideal,3-H,4-VS2,62.1,57.0,6.53,6.49,4.04,2,4506.192673412539
2826,0.9,4-Premium,7-D,2-SI2,58.1,60.0,6.26,6.24,3.63,6,2880.947711857767
2827,2.35,4-Premium,1-J,5-VS1,60.7,60.0,8.64,8.6,5.23,0,5318.815154189925
2828,1.11,5-Ideal,2-I,5-VS1,63.0,56.0,6.61,6.57,4.15,1,4912.503913801233
2829,0.36,2-Good,6-E,7-VVS1,58.2,56.0,4.68,4.74,2.74,5,3287.25895224646
2830,0.3,2-Good,5-F,7-VVS1,61.1,61.0,4.29,4.32,2.63,4,3693.570192635153
2831,0.53,5-Ideal,4-G,5-VS1,61.8,55.0,5.17,5.22,3.21,3,4099.881433023846
2832,0.79,4-Premium,1-J,3-SI1,58.8,62.0,6.03,6.01,3.54,0,5318.815154189925
2833,0.33,4-Premium,7-D,2-SI2,61.6,59.0,4.42,4.41,2.72,6,2880.947711857767
2834,1.36,4-Premium,2-I,5-VS1,62.0,59.0,7.1,7.06,4.39,1,4912.503913801233
2835,1.03,3-Very Good,3-H,2-SI2,60.9,57.0,6.5,6.58,3.98,2,4506.192673412539
2836,0.42,4-Premium,4-G,7-VVS1,59.8,58.0,4.88,4.85,2.91,3,4099.881433023846
2837,0.32,5-Ideal,3-H,7-VVS1,61.6,54.0,4.42,4.45,2.73,2,4506.192673412539
2838,0.56,5-Ideal,6-E,5-VS1,61.8,56.0,5.28,5.33,3.28,5,3287.25895224646
2839,0.34,4-Premium,4-G,7-VVS1,59.0,62.0,4.6,4.56,2.7,3,4099.881433023846
2840,0.5,3-Very Good,7-D,5-VS1,59.8,58.0,5.12,5.14,3.07,6,2880.947711857767
2841,3.11,1-Fair,1-J,1-I1,65.9,57.0,9.15,9.02,5.98,0,5318.815154189925
2842,0.56,5-Ideal,7-D,4-VS2,60.9,56.0,5.35,5.32,3.25,6,2880.947711857767
2843,0.3,5-Ideal,6-E,7-VVS1,60.6,57.0,4.33,4.35,2.63,5,3287.25895224646
2844,0.37,5-Ideal,6-E,5-VS1,61.6,54.7,4.61,4.63,2.85,5,3287.25895224646
2845,0.53,5-Ideal,4-G,4-VS2,61.6,56.0,5.24,5.19,3.21,3,4099.881433023846
2846,1.6,3-Very Good,7-D,2-SI2,60.6,58.0,7.55,7.61,4.59,6,2880.947711857767
2847,0.31,5-Ideal,7-D,3-SI1,62.1,56.0,4.33,4.37,2.7,6,2880.947711857767
2848,1.54,3-Very Good,1-J,5-VS1,63.5,57.0,7.27,7.37,4.65,0,5318.815154189925
2849,0.33,3-Very Good,4-G,6-VVS2,62.8,57.0,4.39,4.47,2.78,3,4099.881433023846
2850,0.31,2-Good,3-H,4-VS2,63.5,57.0,4.32,4.34,2.75,2,4506.192673412539
2851,0.71,4-Premium,4-G,3-SI1,58.5,58.0,5.87,5.82,3.42,3,4099.881433023846
2852,1.01,4-Premium,5-F,2-SI2,61.1,57.0,6.48,6.44,3.95,4,3693.570192635153
2853,0.3,5-Ideal,5-F,7-VVS1,61.9,58.0,4.26,4.3,2.65,4,3693.570192635153
2854,1.31,5-Ideal,3-H,5-VS1,62.5,56.0,6.95,7.03,4.37,2,4506.192673412539
2855,0.71,5-Ideal,2-I,4-VS2,61.6,57.0,5.7,5.62,3.49,1,4912.503913801233
2856,0.41,5-Ideal,7-D,3-SI1,61.6,55.0,4.8,4.78,2.95,6,2880.947711857767
2857,1.0,4-Premium,5-F,5-VS1,62.6,58.0,6.37,6.4,4.0,4,3693.570192635153
2858,1.07,5-Ideal,7-D,5-VS1,61.8,57.0,6.55,6.58,4.06,6,2880.947711857767
2859,0.52,4-Premium,4-G,5-VS1,62.6,59.0,5.08,5.11,3.19,3,4099.881433023846
2860,1.05,5-Ideal,4-G,4-VS2,62.8,57.0,6.49,6.45,4.06,3,4099.881433023846
2861,0.33,5-Ideal,7-D,6-VVS2,61.7,55.0,4.46,4.49,2.76,6,2880.947711857767
2862,1.5,3-Very Good,5-F,2-SI2,62.3,60.0,7.29,7.34,4.56,4,3693.570192635153
2863,0.41,5-Ideal,3-H,2-SI2,61.7,56.0,4.8,4.77,2.95,2,4506.192673412539
2864,0.71,3-Very Good,5-F,5-VS1,62.9,55.0,5.68,5.71,3.58,4,3693.570192635153
2865,0.5,2-Good,7-D,3-SI1,63.8,60.0,5.0,5.03,3.2,6,2880.947711857767
2866,1.01,3-Very Good,7-D,4-VS2,63.1,60.0,6.39,6.35,4.02,6,2880.947711857767
2867,1.71,2-Good,3-H,4-VS2,63.7,58.0,7.57,7.54,4.81,2,4506.192673412539
2868,0.4,5-Ideal,5-F,7-VVS1,62.2,56.0,4.71,4.74,2.94,4,3693.570192635153
2869,0.32,3-Very Good,4-G,5-VS1,61.7,55.0,4.37,4.41,2.71,3,4099.881433023846
2870,0.5,3-Very Good,6-E,3-SI1,60.7,61.0,5.09,5.12,3.1,5,3287.25895224646
2871,1.02,1-Fair,5-F,2-SI2,65.5,59.0,6.27,6.24,4.1,4,3693.570192635153
2872,1.05,3-Very Good,4-G,2-SI2,62.5,60.0,6.45,6.5,4.05,3,4099.881433023846
2873,1.36,4-Premium,6-E,6-VVS2,59.8,59.0,7.12,7.2,4.38,5,3287.25895224646
2874,0.51,5-Ideal,6-E,3-SI1,62.3,56.0,5.15,5.12,3.2,5,3287.25895224646
2875,1.2,4-Premium,3-H,2-SI2,62.4,57.0,6.83,6.75,4.24,2,4506.192673412539
2876,0.72,5-Ideal,5-F,5-VS1,62.0,56.0,5.76,5.73,3.56,4,3693.570192635153
2877,0.49,3-Very Good,5-F,7-VVS1,62.2,56.0,5.04,5.08,3.14,4,3693.570192635153
2878,0.36,4-Premium,3-H,3-SI1,61.3,57.0,4.65,4.61,2.84,2,4506.192673412539
2879,0.7,4-Premium,7-D,3-SI1,62.1,62.0,5.63,5.58,3.48,6,2880.947711857767
2880,0.9,4-Premium,6-E,2-SI2,59.5,61.0,6.3,6.24,3.73,5,3287.25895224646
2881,0.32,4-Premium,4-G,7-VVS1,58.1,59.0,4.53,4.49,2.62,3,4099.881433023846
2882,2.0,3-Very Good,4-G,2-SI2,63.5,55.0,8.03,7.93,5.07,3,4099.881433023846
2883,0.9,2-Good,5-F,2-SI2,63.3,57.0,6.08,6.14,3.87,4,3693.570192635153
2884,1.18,5-Ideal,6-E,2-SI2,60.9,57.0,6.86,6.89,4.19,5,3287.25895224646
2885,0.36,5-Ideal,6-E,5-VS1,61.8,56.0,4.55,4.58,2.82,5,3287.25895224646
2886,0.37,5-Ideal,5-F,6-VVS2,60.0,59.0,4.64,4.66,2.79,4,3693.570192635153
2887,0.3,5-Ideal,5-F,3-SI1,62.4,56.0,4.27,4.32,2.68,4,3693.570192635153
2888,0.36,4-Premium,5-F,4-VS2,60.5,60.0,4.55,4.61,2.77,4,3693.570192635153
2889,0.8,4-Premium,1-J,2-SI2,60.2,59.0,6.07,5.95,3.62,0,5318.815154189925
2890,1.51,5-Ideal,3-H,3-SI1,61.9,57.0,7.37,7.32,4.55,2,4506.192673412539
2891,0.62,3-Very Good,5-F,4-VS2,59.8,58.0,5.55,5.59,3.33,4,3693.570192635153
2892,0.71,4-Premium,3-H,3-SI1,62.4,59.0,5.65,5.6,3.51,2,4506.192673412539
2893,0.32,2-Good,4-G,5-VS1,57.0,62.0,4.51,4.54,2.58,3,4099.881433023846
2894,1.02,5-Ideal,4-G,4-VS2,62.8,57.0,6.36,6.45,4.02,3,4099.881433023846
2895,0.41,4-Premium,3-H,5-VS1,62.0,56.0,4.78,4.74,2.95,2,4506.192673412539
2896,1.14,5-Ideal,4-G,4-VS2,62.0,55.0,6.68,6.77,4.17,3,4099.881433023846
2897,0.52,4-Premium,4-G,3-SI1,60.6,61.0,5.19,5.17,3.14,3,4099.881433023846
2898,1.0,2-Good,3-H,3-SI1,62.7,60.0,6.24,6.3,3.93,2,4506.192673412539
2899,0.56,3-Very Good,6-E,3-SI1,60.2,57.0,5.36,5.4,3.24,5,3287.25895224646
2900,0.32,4-Premium,4-G,3-SI1,61.0,61.0,4.41,4.38,2.68,3,4099.881433023846
2901,0.37,5-Ideal,7-D,6-VVS2,61.6,54.0,4.61,4.64,2.85,6,2880.947711857767
2902,0.9,2-Good,4-G,3-SI1,63.2,59.0,6.05,6.1,3.84,3,4099.881433023846
2903,1.01,5-Ideal,4-G,3-SI1,61.1,58.0,6.43,6.49,3.95,3,4099.881433023846
2904,1.03,5-Ideal,1-J,3-SI1,62.3,57.0,6.48,6.43,4.02,0,5318.815154189925
2905,0.78,4-Premium,4-G,2-SI2,60.6,58.0,6.02,5.99,3.64,3,4099.881433023846
2906,0.33,5-Ideal,4-G,5-VS1,61.6,57.0,4.46,4.49,2.75,3,4099.881433023846
2907,0.33,5-Ideal,3-H,6-VVS2,61.3,56.0,4.43,4.47,2.73,2,4506.192673412539
2908,1.09,5-Ideal,3-H,3-SI1,61.9,57.0,6.63,6.58,4.09,2,4506.192673412539
2909,0.5,2-Good,1-J,3-SI1,63.3,60.0,4.97,4.99,3.15,0,5318.815154189925
2910,1.01,5-Ideal,1-J,4-VS2,61.3,56.0,6.46,6.5,3.97,0,5318.815154189925
2911,1.0,3-Very Good,6-E,6-VVS2,63.5,55.0,6.36,6.31,4.02,5,3287.25895224646
2912,0.59,4-Premium,6-E,2-SI2,60.8,56.0,5.43,5.4,3.29,5,3287.25895224646
2913,0.7,3-Very Good,3-H,2-SI2,59.9,57.0,5.74,5.77,3.45,2,4506.192673412539
2914,0.31,4-Premium,2-I,3-SI1,61.3,58.0,4.34,4.37,2.67,1,4912.503913801233
2915,0.39,4-Premium,6-E,4-VS2,62.5,60.0,4.64,4.67,2.91,5,3287.25895224646
2916,0.85,5-Ideal,6-E,3-SI1,61.8,54.0,6.1,6.14,3.78,5,3287.25895224646
2917,0.73,5-Ideal,2-I,6-VVS2,62.3,55.0,5.76,5.77,3.59,1,4912.503913801233
2918,1.09,5-Ideal,1-J,3-SI1,60.7,58.0,6.64,6.68,4.04,0,5318.815154189925
2919,0.4,5-Ideal,7-D,2-SI2,61.3,56.0,4.72,4.77,2.91,6,2880.947711857767
2920,0.4,3-Very Good,6-E,3-SI1,61.7,60.0,4.68,4.72,2.9,5,3287.25895224646
2921,0.22,1-Fair,6-E,4-VS2,65.1,61.0,3.87,3.78,2.49,5,3287.25895224646
2922,0.31,4-Premium,6-E,4-VS2,60.3,58.0,4.42,4.37,2.65,5,3287.25895224646
